outlet_product_id_,customer_id_,quantity_,date_,unitprice_
993,1629,5,9/11/2022,25
993,6616,1,9/11/2022,25
1376,6740,3,9/11/2022,80
1376,4879,4,9/11/2022,80
1376,1393,4,9/11/2022,80
1376,1523,2,9/11/2022,80
1376,9650,5,9/11/2022,80
1376,8160,5,9/11/2022,80
1376,9939,4,9/11/2022,80
1376,7416,4,9/11/2022,80
1376,7412,2,9/11/2022,80
1376,2086,5,9/11/2022,80
1376,753,5,9/11/2022,80
1376,3328,2,9/11/2022,80
1376,2657,4,9/11/2022,80
1376,5304,1,9/11/2022,80
1376,4280,4,9/11/2022,80
1376,4945,1,9/11/2022,80
1376,4197,2,9/11/2022,80
1376,6084,2,9/11/2022,80
1376,8761,1,9/11/2022,80
1376,1532,2,9/11/2022,80
1376,4434,4,9/11/2022,80
1376,4307,1,9/11/2022,80
1376,220,5,9/11/2022,80
1376,6300,3,9/11/2022,80
1376,3280,4,9/11/2022,80
103,2339,5,9/11/2022,50
103,9998,5,9/11/2022,50
103,2894,2,9/11/2022,50
103,7001,4,9/11/2022,50
103,1784,3,9/11/2022,50
103,1784,3,9/11/2022,50
652,9993,4,9/11/2022,45
652,980,5,9/11/2022,45
323,4354,3,9/11/2022,80
323,8568,2,9/11/2022,80
323,2685,1,9/11/2022,80
323,3462,5,9/11/2022,80
323,4239,4,9/11/2022,80
323,7569,1,9/11/2022,80
323,2245,2,9/11/2022,80
323,9234,4,9/11/2022,80
323,358,1,9/11/2022,80
323,7125,2,9/11/2022,80
323,8572,5,9/11/2022,80
323,8239,2,9/11/2022,80
323,1024,2,9/11/2022,80
323,469,5,9/11/2022,80
323,1242,3,9/11/2022,80
323,7462,4,9/11/2022,80
323,2023,2,9/11/2022,80
323,3910,2,9/11/2022,80
323,1357,2,9/11/2022,80
323,2241,5,9/11/2022,80
323,6126,5,9/11/2022,80
323,7458,2,9/11/2022,80
323,9789,4,9/11/2022,80
323,7795,4,9/11/2022,80
323,3355,2,9/11/2022,80
323,1579,1,9/11/2022,80
323,1801,4,9/11/2022,80
323,1575,4,9/11/2022,80
323,8013,3,9/11/2022,80
323,9234,4,9/11/2022,80
323,6130,4,9/11/2022,80
323,3244,4,9/11/2022,80
756,4768,2,9/11/2022,80
756,8052,4,9/11/2022,80
726,2667,3,9/11/2022,25
726,911,4,9/11/2022,25
726,3415,3,9/11/2022,25
726,5919,5,9/11/2022,25
726,5489,4,9/11/2022,25
726,6728,5,9/11/2022,25
726,9034,3,9/11/2022,25
726,9945,2,9/11/2022,25
726,942,2,9/11/2022,25
726,9056,4,9/11/2022,25
726,3922,5,9/11/2022,25
726,9261,3,9/11/2022,25
726,3778,1,9/11/2022,25
726,562,2,9/11/2022,25
726,6242,4,9/11/2022,25
726,3595,2,9/11/2022,25
726,4558,1,9/11/2022,25
726,7861,3,9/11/2022,25
726,3447,2,9/11/2022,25
726,2671,3,9/11/2022,25
726,7307,3,9/11/2022,25
726,7835,2,9/11/2022,25
726,5837,1,9/11/2022,25
726,2021,5,9/11/2022,25
726,4667,2,9/11/2022,25
726,9125,4,9/11/2022,25
726,3264,4,9/11/2022,25
726,6187,1,9/11/2022,25
726,7381,5,9/11/2022,25
726,3269,1,9/11/2022,25
1279,4759,2,9/11/2022,80
1279,2872,5,9/11/2022,80
1279,8977,4,9/11/2022,80
1279,4093,1,9/11/2022,80
1279,6091,5,9/11/2022,80
1279,1207,2,9/11/2022,80
1279,652,1,9/11/2022,80
1279,5092,2,9/11/2022,80
1279,2428,1,9/11/2022,80
1279,2317,1,9/11/2022,80
1279,7312,3,9/11/2022,80
1279,5980,3,9/11/2022,80
1279,6868,5,9/11/2022,80
1279,7090,3,9/11/2022,80
1279,4426,2,9/11/2022,80
1279,6313,4,9/11/2022,80
1279,8422,5,9/11/2022,80
1279,97,1,9/11/2022,80
1279,4759,2,9/11/2022,80
1279,9754,4,9/11/2022,80
1409,3290,5,9/11/2022,30
1409,2217,4,9/11/2022,30
1409,3068,1,9/11/2022,30
1409,444,3,9/11/2022,30
1409,9284,2,9/11/2022,30
1409,515,5,9/11/2022,30
1409,4884,2,9/11/2022,30
1409,9768,1,9/11/2022,30
1409,2439,5,9/11/2022,30
1409,6213,2,9/11/2022,30
902,8061,2,9/11/2022,45
902,4398,5,9/11/2022,45
902,3399,3,9/11/2022,45
902,7284,3,9/11/2022,45
902,1401,1,9/11/2022,45
902,4287,3,9/11/2022,45
902,2178,4,9/11/2022,45
902,7395,4,9/11/2022,45
1388,9188,5,9/11/2022,80
1388,4423,2,9/11/2022,80
1388,6542,1,9/11/2022,80
1388,6203,5,9/11/2022,80
1388,8320,3,9/11/2022,80
1388,5747,2,9/11/2022,80
1388,7276,3,9/11/2022,80
1388,4654,5,9/11/2022,80
1388,8982,4,9/11/2022,80
1388,3201,2,9/11/2022,80
958,9397,3,9/11/2022,45
958,2071,1,9/11/2022,45
958,1516,3,9/11/2022,45
958,7066,4,9/11/2022,45
958,850,3,9/11/2022,45
958,3181,5,9/11/2022,45
958,7732,1,9/11/2022,45
958,4735,4,9/11/2022,45
958,9841,2,9/11/2022,45
958,3847,5,9/11/2022,45
958,6400,5,9/11/2022,45
958,3181,1,9/11/2022,45
958,7399,1,9/11/2022,45
958,2293,3,9/11/2022,45
958,2404,5,9/11/2022,45
958,4513,2,9/11/2022,45
958,6622,4,9/11/2022,45
958,2959,2,9/11/2022,45
958,3625,1,9/11/2022,45
958,2071,3,9/11/2022,45
958,739,5,9/11/2022,45
958,5512,4,9/11/2022,45
958,2737,4,9/11/2022,45
1237,4530,2,9/11/2022,45
1237,6962,3,9/11/2022,45
1237,1315,4,9/11/2022,45
1237,6943,5,9/11/2022,45
1237,1642,5,9/11/2022,45
1237,6880,5,9/11/2022,45
1237,7988,4,9/11/2022,45
1237,5759,4,9/11/2022,45
1237,9633,5,9/11/2022,45
921,8839,2,9/11/2022,60
921,297,2,9/11/2022,60
921,6068,5,9/11/2022,60
921,3733,5,9/11/2022,60
921,6397,5,9/11/2022,60
921,9283,2,9/11/2022,60
921,9394,5,9/11/2022,60
921,9399,2,9/11/2022,60
967,2737,1,9/11/2022,60
390,236,3,9/11/2022,45
390,1917,3,9/11/2022,45
390,6795,1,9/11/2022,45
390,7772,1,9/11/2022,45
390,8676,1,9/11/2022,45
390,8326,3,9/11/2022,45
390,5218,4,9/11/2022,45
390,6789,3,9/11/2022,45
390,8894,2,9/11/2022,45
390,5796,3,9/11/2022,45
390,4242,3,9/11/2022,45
390,3899,2,9/11/2022,45
390,1889,5,9/11/2022,45
390,4330,1,9/11/2022,45
390,3233,5,9/11/2022,45
1112,194,3,9/11/2022,80
1112,6322,2,9/11/2022,80
1112,4422,4,9/11/2022,80
1112,6760,1,9/11/2022,80
1112,2750,5,9/11/2022,80
1112,3652,5,9/11/2022,80
195,1999,2,9/11/2022,40
195,5342,5,9/11/2022,40
195,7467,1,9/11/2022,40
195,7461,3,9/11/2022,40
195,5009,2,9/11/2022,40
195,9151,2,9/11/2022,40
195,3903,2,9/11/2022,40
195,6008,5,9/11/2022,40
195,7578,5,9/11/2022,40
195,680,3,9/11/2022,40
195,2805,5,9/11/2022,40
195,7118,1,9/11/2022,40
195,7566,5,9/11/2022,40
195,684,4,9/11/2022,40
195,459,4,9/11/2022,40
660,7973,1,9/11/2022,80
660,4157,1,9/11/2022,80
660,1839,1,9/11/2022,80
660,6697,4,9/11/2022,80
660,7665,4,9/11/2022,80
660,7038,1,9/11/2022,80
660,2719,2,9/11/2022,80
660,9374,5,9/11/2022,80
660,2718,3,9/11/2022,80
660,8861,5,9/11/2022,80
660,6821,3,9/11/2022,80
660,703,2,9/11/2022,80
660,7806,3,9/11/2022,80
660,6967,5,9/11/2022,80
660,2113,4,9/11/2022,80
660,6862,5,9/11/2022,80
660,2083,2,9/11/2022,80
660,943,3,9/11/2022,80
660,9552,3,9/11/2022,80
660,4838,4,9/11/2022,80
660,10,2,9/11/2022,80
660,8491,1,9/11/2022,80
660,1955,5,9/11/2022,80
660,1823,3,9/11/2022,80
767,7294,3,9/11/2022,40
767,2797,2,9/11/2022,40
767,8404,1,9/11/2022,40
767,9346,3,9/11/2022,40
767,488,5,9/11/2022,40
767,607,3,9/11/2022,40
767,821,3,9/11/2022,40
767,1487,5,9/11/2022,40
767,9715,1,9/11/2022,40
767,9514,5,9/11/2022,40
767,4714,3,9/11/2022,40
767,7717,5,9/11/2022,40
767,7009,3,9/11/2022,40
767,8680,3,9/11/2022,40
767,9479,5,9/11/2022,40
767,4900,5,9/11/2022,40
767,9736,2,9/11/2022,40
767,3166,4,9/11/2022,40
767,634,3,9/11/2022,40
767,2938,2,9/11/2022,40
767,3685,2,9/11/2022,40
767,9709,3,9/11/2022,40
767,7378,3,9/11/2022,40
767,5566,4,9/11/2022,40
767,2167,1,9/11/2022,40
767,3685,3,9/11/2022,40
767,2050,5,9/11/2022,40
511,3453,3,9/11/2022,35
511,5577,4,9/11/2022,35
511,3564,5,9/11/2022,35
511,1581,4,9/11/2022,35
511,8698,1,9/11/2022,35
511,2898,1,9/11/2022,35
511,941,2,9/11/2022,35
511,7601,2,9/11/2022,35
511,6465,2,9/11/2022,35
511,367,2,9/11/2022,35
511,4049,1,9/11/2022,35
511,5140,3,9/11/2022,35
511,8559,1,9/11/2022,35
511,2482,3,9/11/2022,35
511,367,2,9/11/2022,35
511,2926,4,9/11/2022,35
327,9885,5,9/11/2022,45
327,7662,5,9/11/2022,45
327,5598,5,9/11/2022,45
327,6155,3,9/11/2022,45
327,3190,1,9/11/2022,45
327,8819,3,9/11/2022,45
327,4920,3,9/11/2022,45
327,3713,4,9/11/2022,45
327,9527,3,9/11/2022,45
327,2635,5,9/11/2022,45
327,4286,1,9/11/2022,45
327,1831,3,9/11/2022,45
327,7862,3,9/11/2022,45
327,840,5,9/11/2022,45
327,9591,4,9/11/2022,45
327,8491,1,9/11/2022,45
327,5332,5,9/11/2022,45
327,4300,5,9/11/2022,45
327,914,5,9/11/2022,45
327,10,1,9/11/2022,45
327,4725,5,9/11/2022,45
327,55,2,9/11/2022,45
389,2583,4,9/11/2022,35
389,4581,2,9/11/2022,35
389,9992,5,9/11/2022,35
389,3332,4,9/11/2022,35
389,5907,5,9/11/2022,35
389,9449,4,9/11/2022,35
389,1445,4,9/11/2022,35
89,8777,2,9/11/2022,35
89,9998,3,9/11/2022,35
89,230,2,9/11/2022,35
89,896,2,9/11/2022,35
89,6113,4,9/11/2022,35
89,6224,1,9/11/2022,35
89,8333,4,9/11/2022,35
89,1895,2,9/11/2022,35
89,6890,5,9/11/2022,35
89,8111,2,9/11/2022,35
707,8472,5,9/11/2022,35
707,7584,1,9/11/2022,35
707,6042,1,9/11/2022,35
707,134,5,9/11/2022,35
707,1447,1,9/11/2022,35
707,4594,3,9/11/2022,35
707,3486,4,9/11/2022,35
707,782,4,9/11/2022,35
707,5949,5,9/11/2022,35
707,7109,3,9/11/2022,35
707,2288,5,9/11/2022,35
707,5560,4,9/11/2022,35
707,6808,1,9/11/2022,35
707,529,2,9/11/2022,35
707,8028,3,9/11/2022,35
707,2727,5,9/11/2022,35
707,4938,1,9/11/2022,35
707,859,5,9/11/2022,35
1436,4106,3,9/11/2022,45
124,9249,3,9/11/2022,45
124,290,5,9/11/2022,45
124,9441,3,9/11/2022,45
124,4170,5,9/11/2022,45
124,7522,1,9/11/2022,45
124,9241,3,9/11/2022,45
124,1636,5,9/11/2022,45
124,748,1,9/11/2022,45
124,5449,1,9/11/2022,45
124,6559,3,9/11/2022,45
124,9916,1,9/11/2022,45
124,225,1,9/11/2022,45
124,4225,3,9/11/2022,45
124,3469,2,9/11/2022,45
124,5800,2,9/11/2022,45
124,4931,3,9/11/2022,45
124,8108,2,9/11/2022,45
124,9614,4,9/11/2022,45
124,5042,4,9/11/2022,45
124,3,4,9/11/2022,45
124,7167,1,9/11/2022,45
124,6594,4,9/11/2022,45
124,9815,1,9/11/2022,45
124,7639,1,9/11/2022,45
124,6821,4,9/11/2022,45
124,1336,1,9/11/2022,45
124,5888,5,9/11/2022,45
230,3332,4,9/11/2022,40
230,5241,4,9/11/2022,40
230,903,1,9/11/2022,40
230,4137,5,9/11/2022,40
230,6107,3,9/11/2022,40
230,7245,1,9/11/2022,40
230,1800,5,9/11/2022,40
230,1679,2,9/11/2022,40
230,6329,5,9/11/2022,40
230,3237,3,9/11/2022,40
976,844,5,9/11/2022,45
1059,4750,5,9/11/2022,45
1059,7748,4,9/11/2022,45
1059,3417,5,9/11/2022,45
1059,5747,4,9/11/2022,45
1059,981,3,9/11/2022,45
1059,4074,3,9/11/2022,45
1059,1188,1,9/11/2022,45
1059,322,2,9/11/2022,45
1059,8656,1,9/11/2022,45
1059,5943,2,9/11/2022,45
1059,993,5,9/11/2022,45
1059,641,1,9/11/2022,45
1059,7098,4,9/11/2022,45
1059,8608,2,9/11/2022,45
1059,6499,4,9/11/2022,45
1059,3971,4,9/11/2022,45
1059,524,5,9/11/2022,45
1059,3305,1,9/11/2022,45
1059,316,5,9/11/2022,45
1059,6054,2,9/11/2022,45
1059,8183,3,9/11/2022,45
1059,2993,1,9/11/2022,45
1059,3743,4,9/11/2022,45
1059,750,3,9/11/2022,45
1059,1860,4,9/11/2022,45
1059,3416,4,9/11/2022,45
1059,8973,5,9/11/2022,45
1059,421,1,9/11/2022,45
1299,7758,4,9/11/2022,80
1299,9312,2,9/11/2022,80
1299,6426,3,9/11/2022,80
1299,7092,2,9/11/2022,80
1299,6093,1,9/11/2022,80
1299,210,3,9/11/2022,80
1299,6759,2,9/11/2022,80
1299,9201,3,9/11/2022,80
1299,2097,1,9/11/2022,80
1299,210,2,9/11/2022,80
1299,1431,1,9/11/2022,80
1299,9534,2,9/11/2022,80
1299,4095,3,9/11/2022,80
1299,6870,5,9/11/2022,80
1299,1320,4,9/11/2022,80
1299,3207,2,9/11/2022,80
1299,9423,2,9/11/2022,80
1299,6648,4,9/11/2022,80
1299,6426,1,9/11/2022,80
1299,7869,4,9/11/2022,80
1299,2652,1,9/11/2022,80
1299,2652,1,9/11/2022,80
1299,5649,1,9/11/2022,80
1299,6981,5,9/11/2022,80
757,6980,3,9/11/2022,80
757,2170,1,9/11/2022,80
757,9747,1,9/11/2022,80
757,9872,2,9/11/2022,80
757,6389,3,9/11/2022,80
757,5322,4,9/11/2022,80
757,9402,5,9/11/2022,80
757,3659,3,9/11/2022,80
757,8094,5,9/11/2022,80
757,6210,2,9/11/2022,80
757,7161,1,9/11/2022,80
757,2437,5,9/11/2022,80
757,5963,2,9/11/2022,80
757,3720,5,9/11/2022,80
757,3424,5,9/11/2022,80
757,633,5,9/11/2022,80
757,8715,1,9/11/2022,80
757,1283,5,9/11/2022,80
829,8299,4,9/11/2022,25
829,1672,1,9/11/2022,25
829,8965,1,9/11/2022,25
829,7408,1,9/11/2022,25
829,8262,4,9/11/2022,25
829,1937,5,9/11/2022,25
829,3151,4,9/11/2022,25
829,7371,4,9/11/2022,25
829,4265,2,9/11/2022,25
829,9662,3,9/11/2022,25
829,3378,1,9/11/2022,25
829,5143,2,9/11/2022,25
829,6448,4,9/11/2022,25
942,5844,1,9/11/2022,35
942,6177,3,9/11/2022,35
942,7176,5,9/11/2022,35
942,3402,2,9/11/2022,35
942,9618,4,9/11/2022,35
942,6288,4,9/11/2022,35
942,2847,1,9/11/2022,35
942,4734,5,9/11/2022,35
942,5067,1,9/11/2022,35
942,960,1,9/11/2022,35
942,8397,1,9/11/2022,35
942,627,3,9/11/2022,35
942,7953,3,9/11/2022,35
942,8508,4,9/11/2022,35
942,5955,4,9/11/2022,35
942,4845,4,9/11/2022,35
942,8397,1,9/11/2022,35
942,3957,1,9/11/2022,35
942,1737,4,9/11/2022,35
942,960,1,9/11/2022,35
942,183,1,9/11/2022,35
942,4956,3,9/11/2022,35
942,6732,4,9/11/2022,35
942,9840,4,9/11/2022,35
942,1071,2,9/11/2022,35
942,6621,5,9/11/2022,35
942,2181,2,9/11/2022,35
942,7398,2,9/11/2022,35
942,294,2,9/11/2022,35
942,9063,3,9/11/2022,35
942,7398,1,9/11/2022,35
942,2514,4,9/11/2022,35
942,183,2,9/11/2022,35
942,1293,5,9/11/2022,35
213,2251,1,9/11/2022,45
213,9255,1,9/11/2022,45
213,2315,4,9/11/2022,45
213,2681,3,9/11/2022,45
213,3927,3,9/11/2022,45
213,4926,3,9/11/2022,45
213,1982,5,9/11/2022,45
213,3816,1,9/11/2022,45
1125,6837,2,9/11/2022,25
1125,258,1,9/11/2022,25
1125,2841,1,9/11/2022,25
1125,2224,5,9/11/2022,25
1125,7919,3,9/11/2022,25
1125,1397,2,9/11/2022,25
1125,2489,4,9/11/2022,25
1125,5371,1,9/11/2022,25
1125,8390,4,9/11/2022,25
1125,4557,1,9/11/2022,25
1125,1509,5,9/11/2022,25
1125,4130,2,9/11/2022,25
1125,9693,5,9/11/2022,25
1125,2923,1,9/11/2022,25
134,8223,1,9/11/2022,45
134,8566,2,9/11/2022,45
134,4251,5,9/11/2022,45
134,9559,2,9/11/2022,45
134,1787,3,9/11/2022,45
134,897,3,9/11/2022,45
134,4893,2,9/11/2022,45
134,4231,3,9/11/2022,45
134,7228,3,9/11/2022,45
134,3258,4,9/11/2022,45
558,610,4,9/11/2022,35
558,2492,5,9/11/2022,35
558,8832,3,9/11/2022,35
558,1414,1,9/11/2022,35
558,7482,2,9/11/2022,35
558,9945,5,9/11/2022,35
558,489,3,9/11/2022,35
558,1424,1,9/11/2022,35
558,9170,4,9/11/2022,35
558,4110,1,9/11/2022,35
558,5112,4,9/11/2022,35
558,3669,3,9/11/2022,35
558,1164,5,9/11/2022,35
558,5087,5,9/11/2022,35
558,4034,4,9/11/2022,35
558,6778,5,9/11/2022,35
558,9850,5,9/11/2022,35
558,7704,5,9/11/2022,35
558,467,2,9/11/2022,35
726,3375,1,9/11/2022,25
726,3020,3,9/11/2022,25
726,2378,5,9/11/2022,25
726,38,4,9/11/2022,25
726,272,2,9/11/2022,25
726,8058,2,9/11/2022,25
726,2755,3,9/11/2022,25
726,6927,1,9/11/2022,25
726,2147,1,9/11/2022,25
726,6932,3,9/11/2022,25
726,5530,3,9/11/2022,25
726,7666,4,9/11/2022,25
726,692,3,9/11/2022,25
726,4170,2,9/11/2022,25
726,4558,4,9/11/2022,25
726,1006,4,9/11/2022,25
726,499,2,9/11/2022,25
726,4605,4,9/11/2022,25
726,448,3,9/11/2022,25
726,4594,1,9/11/2022,25
726,5224,5,9/11/2022,25
726,3200,5,9/11/2022,25
726,1117,2,9/11/2022,25
726,6042,4,9/11/2022,25
726,5042,4,9/11/2022,25
1250,872,4,9/12/2022,30
1250,6802,1,9/12/2022,30
1250,6036,4,9/12/2022,30
1250,4158,5,9/12/2022,30
1250,6566,5,9/12/2022,30
1250,2373,5,9/12/2022,30
1250,350,2,9/12/2022,30
1250,7923,1,9/12/2022,30
1250,1383,5,9/12/2022,30
1250,42,5,9/12/2022,30
1250,5914,4,9/12/2022,30
1250,7257,1,9/12/2022,30
1250,5201,1,9/12/2022,30
1250,3492,4,9/12/2022,30
1250,4371,5,9/12/2022,30
1250,6344,2,9/12/2022,30
1250,7912,4,9/12/2022,30
1250,9563,2,9/12/2022,30
1250,9008,4,9/12/2022,30
1250,6378,2,9/12/2022,30
1250,2093,2,9/12/2022,30
1250,2251,2,9/12/2022,30
1250,8453,4,9/12/2022,30
1250,4138,2,9/12/2022,30
1250,3569,5,9/12/2022,30
1250,5046,3,9/12/2022,30
1250,7377,2,9/12/2022,30
1250,1538,4,9/12/2022,30
1250,828,2,9/12/2022,30
634,1235,1,9/12/2022,45
634,6376,3,9/12/2022,45
634,5352,4,9/12/2022,45
634,7785,1,9/12/2022,45
634,7350,3,9/12/2022,45
634,1245,3,9/12/2022,45
634,8577,1,9/12/2022,45
634,5996,5,9/12/2022,45
634,4899,2,9/12/2022,45
634,5241,4,9/12/2022,45
634,9675,1,9/12/2022,45
634,3331,1,9/12/2022,45
634,6661,3,9/12/2022,45
634,1603,3,9/12/2022,45
634,4219,1,9/12/2022,45
634,4131,2,9/12/2022,45
634,5266,2,9/12/2022,45
634,4347,2,9/12/2022,45
634,7895,4,9/12/2022,45
634,569,1,9/12/2022,45
634,1584,4,9/12/2022,45
634,6563,2,9/12/2022,45
575,8044,3,9/12/2022,40
575,2797,2,9/12/2022,40
575,1501,2,9/12/2022,40
575,1834,4,9/12/2022,40
575,3818,2,9/12/2022,40
575,8737,4,9/12/2022,40
575,79,5,9/12/2022,40
327,8332,3,9/12/2022,45
327,8713,3,9/12/2022,45
327,1844,1,9/12/2022,45
327,2929,2,9/12/2022,45
327,3445,3,9/12/2022,45
327,7907,4,9/12/2022,45
327,894,5,9/12/2022,45
327,4044,5,9/12/2022,45
327,5779,3,9/12/2022,45
327,8257,2,9/12/2022,45
327,288,3,9/12/2022,45
327,9885,2,9/12/2022,45
327,7362,3,9/12/2022,45
327,9704,2,9/12/2022,45
327,9886,5,9/12/2022,45
451,8697,5,9/12/2022,35
451,9004,1,9/12/2022,35
451,5041,1,9/12/2022,35
451,4227,1,9/12/2022,35
451,7472,4,9/12/2022,35
451,6679,2,9/12/2022,35
451,4118,1,9/12/2022,35
451,2031,1,9/12/2022,35
451,2144,5,9/12/2022,35
451,3571,1,9/12/2022,35
451,7561,4,9/12/2022,35
451,2142,2,9/12/2022,35
451,7890,5,9/12/2022,35
183,3465,1,9/12/2022,25
183,2888,4,9/12/2022,25
183,6785,3,9/12/2022,25
183,49,4,9/12/2022,25
183,5488,3,9/12/2022,25
183,9659,3,9/12/2022,25
183,4996,4,9/12/2022,25
